1789496406.311357	configure	pid=96547 argv=/Users/davidliu/Documents/TradingAgents-AShare/.venv310/lib/python3.10/site-packages/pytest/__main__.py -q -p no:randomly -p dav990_probe tests/test_api_smoke.py tests/test_evidence_relations.py tests/test_evidence_summary.py tests/test_evidence_verifier_fairness.py tests/test_expectation_revision_contract.py tests/test_financial_announce_cutoff.py tests/test_financial_as_of.py tests/test_financial_period_compliance.py tests/test_financial_period_kind.py tests/test_frozen_trade_date_isolation.py tests/test_fund_flow_dispute_tie.py tests/test_fund_flow_evidence.py tests/test_fund_flow_lg_credibility.py tests/test_fund_flow_scale_collector.py tests/test_fund_flow_scale_consumption.py tests/test_fund_flow_scale_metrics.py tests/test_fundamentals_analyst.py tests/test_game_theory_integration.py::test_rt7_single_and_dual_horizon_isolation
1789496452.451224	FINISH	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types2]
1789496452.451351	START	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types3]
1789496452.451983	FINISH	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types3]
1789496452.452120	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>0]
1789496452.452800	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>0]
1789496452.452925	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>1]
1789496452.453689	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>1]
1789496452.453827	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>2]
1789496452.454510	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>2]
1789496452.454648	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>3]
1789496452.455341	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>3]
1789496452.455468	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>4]
1789496452.456158	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>4]
1789496452.456292	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>5]
1789496452.457059	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>5]
1789496452.457192	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta0-ValueError]
1789496452.457871	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta0-ValueError]
1789496452.458006	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta1-ValueError]
1789496452.458679	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta1-ValueError]
1789496452.458814	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta2-ValueError]
1789496452.459488	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta2-ValueError]
1789496452.459617	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta3-ValueError]
1789496452.460360	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta3-ValueError]
1789496452.460500	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta4-TypeError]
1789496452.461160	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta4-TypeError]
1789496452.461299	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta5-TypeError]
1789496452.461950	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta5-TypeError]
1789496452.462097	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta6-TypeError]
1789496452.462751	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta6-TypeError]
1789496452.462872	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[malformed_id0]
1789496452.463569	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[malformed_id0]
1789496452.463700	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[malformed_id1]
1789496452.464319	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[malformed_id1]
1789496452.464441	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[True]
1789496452.465050	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[True]
1789496452.465189	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[False]
1789496452.465810	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[False]
1789496452.465939	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[12345]
1789496452.466624	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[12345]
1789496452.466757	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[3.14159]
1789496452.467374	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[3.14159]
1789496452.467499	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_valid_strings_behavior_preserved
1789496452.468078	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_valid_strings_behavior_preserved
1789496452.468232	START	tests/test_evidence_summary.py::test_empty_report_returns_empty_string
1789496452.468793	FINISH	tests/test_evidence_summary.py::test_empty_report_returns_empty_string
1789496452.468919	START	tests/test_evidence_summary.py::test_direction_extracted_from_verdict_block
1789496452.469696	FINISH	tests/test_evidence_summary.py::test_direction_extracted_from_verdict_block
1789496452.469833	START	tests/test_evidence_summary.py::test_direction_missing_when_no_verdict
1789496452.470485	FINISH	tests/test_evidence_summary.py::test_direction_missing_when_no_verdict
1789496452.470609	START	tests/test_evidence_summary.py::test_strip_machine_blocks_removes_protocol_blocks
1789496452.471723	FINISH	tests/test_evidence_summary.py::test_strip_machine_blocks_removes_protocol_blocks
1789496452.471864	START	tests/test_evidence_summary.py::test_summary_keeps_numbers_and_drops_boilerplate
1789496452.472529	FINISH	tests/test_evidence_summary.py::test_summary_keeps_numbers_and_drops_boilerplate
1789496452.472664	START	tests/test_evidence_summary.py::test_markdown_table_rows_are_flattened
1789496452.473387	FINISH	tests/test_evidence_summary.py::test_markdown_table_rows_are_flattened
1789496452.473508	START	tests/test_evidence_summary.py::test_summary_respects_char_cap
1789496452.474157	FINISH	tests/test_evidence_summary.py::test_summary_respects_char_cap
1789496452.474295	START	tests/test_evidence_summary.py::test_fallback_excerpt_for_numberless_report
1789496452.474924	FINISH	tests/test_evidence_summary.py::test_fallback_excerpt_for_numberless_report
1789496452.475060	START	tests/test_evidence_summary.py::test_duplicate_lines_deduped
1789496452.475701	FINISH	tests/test_evidence_summary.py::test_duplicate_lines_deduped
1789496452.475841	START	tests/test_evidence_summary.py::test_seven_source_summary_fixed_order_and_labels
1789496452.476834	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_fixed_order_and_labels
1789496452.476996	START	tests/test_evidence_summary.py::test_seven_source_summary_individual_hard_caps
1789496452.478236	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_individual_hard_caps
1789496452.478362	START	tests/test_evidence_summary.py::test_seven_source_summary_total_hard_cap_2400
1789496452.479928	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_total_hard_cap_2400
1789496452.480071	START	tests/test_evidence_summary.py::test_seven_source_summary_deterministic_and_no_llm
1789496452.482394	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_deterministic_and_no_llm
1789496452.482536	START	tests/test_evidence_summary.py::test_seven_source_summary_machine_blocks_stripped
1789496452.483603	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_machine_blocks_stripped
1789496452.483734	START	tests/test_evidence_summary.py::test_seven_source_summary_preserves_numbers_zeros_negatives_percentages_dates
1789496452.484380	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_preserves_numbers_zeros_negatives_percentages_dates
1789496452.484525	START	tests/test_evidence_summary.py::test_seven_source_summary_missing_and_failed_sources
1789496452.485181	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_missing_and_failed_sources
1789496452.485329	START	tests/test_evidence_summary.py::test_seven_source_bundle_and_summary_consistency
1789496452.486519	FINISH	tests/test_evidence_summary.py::test_seven_source_bundle_and_summary_consistency
1789496452.486696	START	tests/test_evidence_verifier_fairness.py::test_golden_dataset_exists_and_valid
1789496452.499842	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_dataset_exists_and_valid
1789496452.500014	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-001_000333_INV-4]
1789496452.562711	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-001_000333_INV-4]
1789496452.562883	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-002_000333_INV-4]
1789496452.611343	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-002_000333_INV-4]
1789496452.611539	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-003_000333_INV-5]
1789496452.651992	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-003_000333_INV-5]
1789496452.652148	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-004_000333_INV-6]
1789496452.715090	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-004_000333_INV-6]
1789496452.715248	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-005_000333_INV-7]
1789496452.756667	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-005_000333_INV-7]
1789496452.756832	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-006_000333_INV-7]
1789496452.801294	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-006_000333_INV-7]
1789496452.801445	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-007_000333_INV-8]
1789496452.848937	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-007_000333_INV-8]
1789496452.849078	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-008_000333_INV-11]
1789496452.890317	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-008_000333_INV-11]
1789496452.890482	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-009_000333_INV-12]
1789496452.938109	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-009_000333_INV-12]
1789496452.938297	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-010_600900_INV-4]
1789496452.947361	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-010_600900_INV-4]
1789496452.947505	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-011_600900_INV-10]
1789496452.950474	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-011_600900_INV-10]
1789496452.950622	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-012_600276_INV-1]
1789496452.989769	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-012_600276_INV-1]
1789496452.989975	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-013_600276_INV-5]
1789496453.024140	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-013_600276_INV-5]
1789496453.024305	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-014_600276_INV-7]
1789496453.064618	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-014_600276_INV-7]
1789496453.064772	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-015_600276_INV-9]
1789496453.118222	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-015_600276_INV-9]
1789496453.118370	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-016_600276_NEG-1]
1789496453.174500	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-016_600276_NEG-1]
1789496453.174655	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-017_000333_NEG-2]
1789496453.233425	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-017_000333_NEG-2]
1789496453.233608	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-018_000333_NEG-3]
1789496453.289556	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-018_000333_NEG-3]
1789496453.289715	START	tests/test_evidence_verifier_fairness.py::test_negative_case_coincidental_number_without_keyword_rejected
1789496453.290899	FINISH	tests/test_evidence_verifier_fairness.py::test_negative_case_coincidental_number_without_keyword_rejected
1789496453.291046	START	tests/test_evidence_verifier_fairness.py::test_negative_case_nonexistent_derived_number_rejected
1789496453.292062	FINISH	tests/test_evidence_verifier_fairness.py::test_negative_case_nonexistent_derived_number_rejected
1789496453.292195	START	tests/test_evidence_verifier_fairness.py::test_debate_state_prompt_templates_symmetry
1789496453.292941	FINISH	tests/test_evidence_verifier_fairness.py::test_debate_state_prompt_templates_symmetry
1789496453.293085	START	tests/test_evidence_verifier_fairness.py::test_reproduce_inv6_pseudo_contradiction_falsified_as_unsupported
1789496453.294246	FINISH	tests/test_evidence_verifier_fairness.py::test_reproduce_inv6_pseudo_contradiction_falsified_as_unsupported
1789496453.294374	START	tests/test_evidence_verifier_fairness.py::test_same_line_multi_metric_no_cross_binding_verified
1789496453.295224	FINISH	tests/test_evidence_verifier_fairness.py::test_same_line_multi_metric_no_cross_binding_verified
1789496453.295367	START	tests/test_evidence_verifier_fairness.py::test_same_line_multi_metric_cross_value_negative_not_verified
1789496453.296531	FINISH	tests/test_evidence_verifier_fairness.py::test_same_line_multi_metric_cross_value_negative_not_verified
1789496453.296669	START	tests/test_evidence_verifier_fairness.py::test_compound_sentence_atomic_evidence_splitting
1789496453.297733	FINISH	tests/test_evidence_verifier_fairness.py::test_compound_sentence_atomic_evidence_splitting
1789496453.297862	START	tests/test_evidence_verifier_fairness.py::test_percentage_conflict_requires_same_metric_unit_period
1789496453.298682	FINISH	tests/test_evidence_verifier_fairness.py::test_percentage_conflict_requires_same_metric_unit_period
1789496453.298826	START	tests/test_evidence_verifier_fairness.py::test_true_conflict_positive_case
1789496453.299605	FINISH	tests/test_evidence_verifier_fairness.py::test_true_conflict_positive_case
1789496453.299739	START	tests/test_evidence_verifier_fairness.py::test_e03c_adopt_partial_reject_exact_coverage_boundaries
1789496453.300542	FINISH	tests/test_evidence_verifier_fairness.py::test_e03c_adopt_partial_reject_exact_coverage_boundaries
1789496453.300685	START	tests/test_evidence_verifier_fairness.py::test_e03c_pit_anti_lookahead_date_failure
1789496453.301499	FINISH	tests/test_evidence_verifier_fairness.py::test_e03c_pit_anti_lookahead_date_failure
1789496453.301639	START	tests/test_evidence_verifier_fairness.py::test_e03c_source_unavailable_provider_failure
1789496453.302248	FINISH	tests/test_evidence_verifier_fairness.py::test_e03c_source_unavailable_provider_failure
1789496453.302381	START	tests/test_evidence_verifier_fairness.py::test_e03c_valid_zero_and_decimal_zero_matching
1789496453.303340	FINISH	tests/test_evidence_verifier_fairness.py::test_e03c_valid_zero_and_decimal_zero_matching
1789496453.303477	START	tests/test_evidence_verifier_fairness.py::test_e03c_observation_and_hypothesis_never_upgraded_to_adopt
1789496453.304178	FINISH	tests/test_evidence_verifier_fairness.py::test_e03c_observation_and_hypothesis_never_upgraded_to_adopt
1789496453.304311	START	tests/test_evidence_verifier_fairness.py::test_e03c_preserves_raw_evidence_source_and_state_change_reasons
1789496453.304909	FINISH	tests/test_evidence_verifier_fairness.py::test_e03c_preserves_raw_evidence_source_and_state_change_reasons
1789496453.305088	START	tests/test_expectation_revision_contract.py::test_case_1_news_only_title_url_or_pdf_hash_no_actual_numbers
1789496453.305787	FINISH	tests/test_expectation_revision_contract.py::test_case_1_news_only_title_url_or_pdf_hash_no_actual_numbers
1789496453.305916	START	tests/test_expectation_revision_contract.py::test_case_1_fundamentals_incomplete_elements_cannot_generate_actual_value
1789496453.306503	FINISH	tests/test_expectation_revision_contract.py::test_case_1_fundamentals_incomplete_elements_cannot_generate_actual_value
1789496453.306646	START	tests/test_expectation_revision_contract.py::test_case_1_validator_rejects_actual_numbers_when_text_not_obtained
1789496453.307329	FINISH	tests/test_expectation_revision_contract.py::test_case_1_validator_rejects_actual_numbers_when_text_not_obtained
1789496453.307477	START	tests/test_expectation_revision_contract.py::test_case_2_traceable_publication_with_unobtained_content_leaves_actual_baseline_revision_as_gap
1789496453.308139	FINISH	tests/test_expectation_revision_contract.py::test_case_2_traceable_publication_with_unobtained_content_leaves_actual_baseline_revision_as_gap
1789496453.308269	START	tests/test_expectation_revision_contract.py::test_case_3_financial_actual_period_mismatch_with_forecast_cannot_substitute
1789496453.308875	FINISH	tests/test_expectation_revision_contract.py::test_case_3_financial_actual_period_mismatch_with_forecast_cannot_substitute
1789496453.309023	START	tests/test_expectation_revision_contract.py::test_case_3_validator_rejects_numeric_revision_with_period_mismatch
1789496453.309634	FINISH	tests/test_expectation_revision_contract.py::test_case_3_validator_rejects_numeric_revision_with_period_mismatch
1789496453.309785	START	tests/test_expectation_revision_contract.py::test_case_4_missing_baseline_revision_cannot_have_numeric_delta_or_percent
1789496453.310447	FINISH	tests/test_expectation_revision_contract.py::test_case_4_missing_baseline_revision_cannot_have_numeric_delta_or_percent
1789496453.310583	START	tests/test_expectation_revision_contract.py::test_case_4_validator_rejects_numeric_delta_or_percent_without_baseline
1789496453.311181	FINISH	tests/test_expectation_revision_contract.py::test_case_4_validator_rejects_numeric_delta_or_percent_without_baseline
1789496453.311377	START	tests/test_expectation_revision_contract.py::test_case_5_distinguishable_baseline_types_and_source_requirement
1789496453.312073	FINISH	tests/test_expectation_revision_contract.py::test_case_5_distinguishable_baseline_types_and_source_requirement
1789496453.312209	START	tests/test_expectation_revision_contract.py::test_case_5_builder_drops_baseline_without_source_to_none_with_gap
1789496453.312768	FINISH	tests/test_expectation_revision_contract.py::test_case_5_builder_drops_baseline_without_source_to_none_with_gap
1789496453.312896	START	tests/test_expectation_revision_contract.py::test_case_6_actual_and_baseline_incompatible_fields_prohibit_numeric_revision[unit-actual_mod0-baseline_mod0-unit_mismatch]
1789496453.313726	FINISH	tests/test_expectation_revision_contract.py::test_case_6_actual_and_baseline_incompatible_fields_prohibit_numeric_revision[unit-actual_mod0-baseline_mod0-unit_mismatch]
1789496453.313863	START	tests/test_expectation_revision_contract.py::test_case_6_actual_and_baseline_incompatible_fields_prohibit_numeric_revision[unit_unconverted-actual_mod1-baseline_mod1-unit_mismatch]
1789496453.314597	FINISH	tests/test_expectation_revision_contract.py::test_case_6_actual_and_baseline_incompatible_fields_prohibit_numeric_revision[unit_unconverted-actual_mod1-baseline_mod1-unit_mismatch]
1789496453.314716	START	tests/test_expectation_revision_contract.py::test_case_6_actual_and_baseline_incompatible_fields_prohibit_numeric_revision[metric-actual_mod2-baseline_mod2-metric_mismatch]
1789496453.315432	FINISH	tests/test_expectation_revision_contract.py::test_case_6_actual_and_baseline_incompatible_fields_prohibit_numeric_revision[metric-actual_mod2-baseline_mod2-metric_mismatch]
1789496453.315560	START	tests/test_expectation_revision_contract.py::test_case_6_actual_and_baseline_incompatible_fields_prohibit_numeric_revision[report_period-actual_mod3-baseline_mod3-period_mismatch]
1789496453.316292	FINISH	tests/test_expectation_revision_contract.py::test_case_6_actual_and_baseline_incompatible_fields_prohibit_numeric_revision[report_period-actual_mod3-baseline_mod3-period_mismatch]
1789496453.316426	START	tests/test_expectation_revision_contract.py::test_case_6_validator_rejects_numeric_revision_on_unit_or_metric_mismatch
1789496453.317105	FINISH	tests/test_expectation_revision_contract.py::test_case_6_validator_rejects_numeric_revision_on_unit_or_metric_mismatch
1789496453.317243	START	tests/test_expectation_revision_contract.py::test_case_7_beat_or_miss_only_valid_when_comparable_baseline_exists
1789496453.317835	FINISH	tests/test_expectation_revision_contract.py::test_case_7_beat_or_miss_only_valid_when_comparable_baseline_exists
1789496453.317974	START	tests/test_expectation_revision_contract.py::test_case_7_manager_consumption_catches_unsubstantiated_beat_miss
1789496453.319705	FINISH	tests/test_expectation_revision_contract.py::test_case_7_manager_consumption_catches_unsubstantiated_beat_miss
1789496453.319829	START	tests/test_expectation_revision_contract.py::test_case_8_priced_in_must_be_unknown_without_traceable_evidence
1789496453.320444	FINISH	tests/test_expectation_revision_contract.py::test_case_8_priced_in_must_be_unknown_without_traceable_evidence
1789496453.320581	START	tests/test_expectation_revision_contract.py::test_case_9_double_count_guard_prevents_duplicate_voting
1789496453.321239	FINISH	tests/test_expectation_revision_contract.py::test_case_9_double_count_guard_prevents_duplicate_voting
1789496453.321375	START	tests/test_expectation_revision_contract.py::test_case_10_future_date_enters_gap
1789496453.322003	FINISH	tests/test_expectation_revision_contract.py::test_case_10_future_date_enters_gap
1789496453.322139	START	tests/test_expectation_revision_contract.py::test_case_10_unparseable_date_enters_gap
1789496453.324848	FINISH	tests/test_expectation_revision_contract.py::test_case_10_unparseable_date_enters_gap
1789496453.324970	START	tests/test_expectation_revision_contract.py::test_case_10_provider_failure_enters_gap
1789496453.325581	FINISH	tests/test_expectation_revision_contract.py::test_case_10_provider_failure_enters_gap
1789496453.325740	START	tests/test_expectation_revision_contract.py::test_case_10_content_unavailable_enters_gap
1789496453.326474	FINISH	tests/test_expectation_revision_contract.py::test_case_10_content_unavailable_enters_gap
1789496453.326610	START	tests/test_expectation_revision_contract.py::test_case_11_research_manager_structured_consumption_and_readback_consistency
1789496453.328330	FINISH	tests/test_expectation_revision_contract.py::test_case_11_research_manager_structured_consumption_and_readback_consistency
1789496453.328475	START	tests/test_expectation_revision_contract.py::test_case_12_json_safety_and_langgraph_trace_preservation
1789496453.329144	FINISH	tests/test_expectation_revision_contract.py::test_case_12_json_safety_and_langgraph_trace_preservation
1789496453.329276	START	tests/test_expectation_revision_contract.py::test_case_12_prompt_guard_invariants_preserved_zh_and_en
1789496453.330681	FINISH	tests/test_expectation_revision_contract.py::test_case_12_prompt_guard_invariants_preserved_zh_and_en
1789496453.330824	START	tests/test_expectation_revision_contract.py::test_negative_announcement_title_url_pdf_filename_cannot_generate_actual
1789496453.331468	FINISH	tests/test_expectation_revision_contract.py::test_negative_announcement_title_url_pdf_filename_cannot_generate_actual
1789496453.331605	START	tests/test_expectation_revision_contract.py::test_negative_missing_as_of_or_future_as_of_cannot_generate_actual_or_numeric
1789496453.332282	FINISH	tests/test_expectation_revision_contract.py::test_negative_missing_as_of_or_future_as_of_cannot_generate_actual_or_numeric
1789496453.332423	START	tests/test_expectation_revision_contract.py::test_negative_earnings_forecast_without_source_or_type_cannot_masquerade_as_baseline
1789496453.333011	FINISH	tests/test_expectation_revision_contract.py::test_negative_earnings_forecast_without_source_or_type_cannot_masquerade_as_baseline
1789496453.333136	START	tests/test_expectation_revision_contract.py::test_negative_compliance_cumulative_labeled_as_single_quarter_blocks_numeric_revision
1789496453.333867	FINISH	tests/test_expectation_revision_contract.py::test_negative_compliance_cumulative_labeled_as_single_quarter_blocks_numeric_revision
1789496453.333989	START	tests/test_expectation_revision_contract.py::test_negative_manager_raw_response_hallucinating_numbers_beat_miss_or_priced_in_is_blocked
1789496453.334639	FINISH	tests/test_expectation_revision_contract.py::test_negative_manager_raw_response_hallucinating_numbers_beat_miss_or_priced_in_is_blocked
1789496453.334768	START	tests/test_expectation_revision_contract.py::test_negative_double_count_guard_blocks_duplicate_support_in_manager_consumption
1789496453.335386	FINISH	tests/test_expectation_revision_contract.py::test_negative_double_count_guard_blocks_duplicate_support_in_manager_consumption
1789496453.335512	START	tests/test_expectation_revision_contract.py::test_negative_missing_source_hash_retains_gap_without_fake_fingerprint_and_multi_news_retained
1789496453.336249	FINISH	tests/test_expectation_revision_contract.py::test_negative_missing_source_hash_retains_gap_without_fake_fingerprint_and_multi_news_retained
1789496453.336385	START	tests/test_expectation_revision_contract.py::test_negative_plain_free_text_amount_cannot_become_actual
1789496453.337075	FINISH	tests/test_expectation_revision_contract.py::test_negative_plain_free_text_amount_cannot_become_actual
1789496453.337204	START	tests/test_expectation_revision_contract.py::test_negative_forecast_missing_or_illegal_or_future_as_of_blocks_numeric
1789496453.337803	FINISH	tests/test_expectation_revision_contract.py::test_negative_forecast_missing_or_illegal_or_future_as_of_blocks_numeric
1789496453.337928	START	tests/test_expectation_revision_contract.py::test_negative_manager_guard_covers_chinese_english_and_synonyms
1789496453.338841	FINISH	tests/test_expectation_revision_contract.py::test_negative_manager_guard_covers_chinese_english_and_synonyms
1789496453.338994	START	tests/test_expectation_revision_contract.py::test_negative_double_count_guard_deduplicates_by_real_identity_and_is_idempotent
1789496453.339590	FINISH	tests/test_expectation_revision_contract.py::test_negative_double_count_guard_deduplicates_by_real_identity_and_is_idempotent
1789496453.339717	START	tests/test_expectation_revision_contract.py::test_negative_publication_missing_provenance_stays_gap_without_faking_publish_time
1789496453.340403	FINISH	tests/test_expectation_revision_contract.py::test_negative_publication_missing_provenance_stays_gap_without_faking_publish_time
1789496453.340527	START	tests/test_expectation_revision_contract.py::test_negative_manager_guard_covers_english_exceed_surpass_expected_and_fall_short
1789496453.341420	FINISH	tests/test_expectation_revision_contract.py::test_negative_manager_guard_covers_english_exceed_surpass_expected_and_fall_short
1789496453.341553	START	tests/test_expectation_revision_contract.py::test_double_count_guard_cluster_id_deduplication_and_idempotency
1789496453.342134	FINISH	tests/test_expectation_revision_contract.py::test_double_count_guard_cluster_id_deduplication_and_idempotency
1789496453.342268	START	tests/test_expectation_revision_contract.py::test_calendar_date_validation_downgrades_gap_and_forbids_numeric
1789496453.343180	FINISH	tests/test_expectation_revision_contract.py::test_calendar_date_validation_downgrades_gap_and_forbids_numeric
1789496453.343321	START	tests/test_expectation_revision_contract.py::test_build_fundamentals_expectation_revision_fails_closed_on_fabricated_fin_hash
1789496453.344175	FINISH	tests/test_expectation_revision_contract.py::test_build_fundamentals_expectation_revision_fails_closed_on_fabricated_fin_hash
